file,sentence_cleaned
asr_sinhala/data/5b/5b67d3b805.flac,මෙම සිංහල අළුත් අවුරුදු උළෙල
asr_sinhala/data/af/af9571ac9b.flac,සලකනු ලැබීමට ඇති අයිතිය වෙනුවෙන්
asr_sinhala/data/cd/cd6b738947.flac,හිටපන් ඩෝ!
asr_sinhala/data/15/1586b7e32d.flac,කළ නිර්මාණකරුවා විශ්මකර්මයෙකි
asr_sinhala/data/00/00a9486825.flac,පෙබරවාරි මාර්තු අතර විශාල මුදලක් නැතිවෙයි.
asr_sinhala/data/d6/d6dcedae04.flac,සතුටු වෙන්න තිබුණා
asr_sinhala/data/42/42052c8cf1.flac,මම දැන් ඒ ගැන දන්නා නිසා
asr_sinhala/data/1f/1f9bef0409.flac,රුක්සෙවණට උන්වහන්සේලා රැස් වෙනවා.
asr_sinhala/data/30/30309b51ed.flac,අති උත්තම ගේබ්‍රියෙල් දේව දූතයා වගේ
asr_sinhala/data/b0/b04bb4525f.flac,බුදු දහමේ කතාකරන්නෙම
asr_sinhala/data/60/60ff174f05.flac,උගතුන් මේ රටට ආදායමක්
asr_sinhala/data/9e/9e947a6781.flac,තැනකට යනකොට මාධ්‍ය සෙට් එකටම කියනවා.
asr_sinhala/data/19/19494f7f2f.flac,උන්දැම මහන මේ වවුලොම තමයි.
asr_sinhala/data/7c/7cdf73c678.flac,මහා රජ්ජුරුවන්ගේ කෘෂිකර්ම ඇමති
asr_sinhala/data/3c/3c94eb2374.flac,තමන්ගෙ දරුවා වෙනුවෙන් වුණත් ඇයට ලැබෙන්න සීමිත කාලයක්
asr_sinhala/data/5a/5a7e0c801d.flac,වෙන වෙනම ආයෙමත් ඒකම ඇහුවා
asr_sinhala/data/bb/bb7dd1c9d5.flac,මුගලන් හිමියන්ට බුදුරදුන්
asr_sinhala/data/ef/efa5062f56.flac,දෙවිවරු පවා වෙනත් ආත්මභාවවල උපත ලබති.
asr_sinhala/data/e5/e5df48765c.flac,එහි තමන් ප්‍රමුඛත්වය ගෙන
asr_sinhala/data/01/01d486a4ca.flac,නොබලා ඉන්නේ කොහොමද.
asr_sinhala/data/de/de7899624a.flac,කොහේදෝ සිට මවෙත බඩ ගෑවේය
asr_sinhala/data/c4/c4d617f0ff.flac,අනික කැම්පේන් එක කරන්නේ
asr_sinhala/data/25/259f7a6226.flac,උපසිරැසි දෙන්නම්කෝ ඔයාලට
asr_sinhala/data/c3/c3c9ad698e.flac,ශ්‍රීපාදය පිහිටි කන්දට නැග
asr_sinhala/data/60/605b07c18a.flac,උපසිරැසි එක්කම බලන්න කියලා.
asr_sinhala/data/66/661e3377ae.flac,දේ තිබෙනා බව දැනගැනීමට එහි යායුතුවේ.
asr_sinhala/data/32/3227ac821f.flac,එක් ජාතිවාදයක් වර්ධනය වන තරමටම
asr_sinhala/data/13/1307879c35.flac,යෙහෙළියක ලෙසින් දියණියට සමීප වීමෙන්.
asr_sinhala/data/bd/bd9d0409d1.flac,එහි වැඩිම සහ මුල්ම ගෞරවය
asr_sinhala/data/26/26a01823ca.flac,සිදුහත් කුමරා බෝධිසත්ව සමයේ සිටයි.
asr_sinhala/data/a8/a8832cf79f.flac,මුහුණපෑමට සිසුන්ට සේම
asr_sinhala/data/0e/0e257f42d1.flac,ඒවා තාක්ෂණය මගින් වෙනස් කරනු ලැබූ
asr_sinhala/data/0f/0f0b9464b3.flac,එදා නම් එලි වෙනකං
asr_sinhala/data/35/356706d4b2.flac,මහනුවර යුගයේ ඉදිකරන ලද සංඝාවාසය
asr_sinhala/data/1e/1e7558fc5a.flac,එය තවත් ඉදිරියට ගෙන යාම
asr_sinhala/data/bb/bb9ac5da45.flac,තම නිදහස දක්වා ගෙනයන සටනක්.
asr_sinhala/data/9e/9ee1a9c441.flac,අවුරුද්දේ මුල් භාගයේදී විවාහ වී තිබෙනවා
asr_sinhala/data/0d/0d5b41b7cf.flac,එපරිදිම කාමය ඉවත් කිරීමට
asr_sinhala/data/b7/b7066f619b.flac,ධනවාදයෙන් දූෂණයට පත් මිනිසා
asr_sinhala/data/69/694160b826.flac,එසේ නිලීන වූ අය සමාජයේ බොහෝ ඉන්නට පුළුවන්.
asr_sinhala/data/fb/fb2f010da7.flac,මුස්නක හෝ වටිනාකමට සරිලන මුදලක්
asr_sinhala/data/41/416e293b42.flac,අනේ ඔන්න
asr_sinhala/data/40/40d14be090.flac,හෙමින් බැහැල
asr_sinhala/data/64/6495198e28.flac,එතෙක් මහජනයා සුවපත් කිරීමේ
asr_sinhala/data/9a/9ac753b124.flac,ඉරිදා පත්තර වල මංගල දැන්වීම්
asr_sinhala/data/9e/9e7c17db30.flac,"බෞද්ධ දර්ශනයට අනුව පෞර්ෂය යනු,"
asr_sinhala/data/01/0159f1caa4.flac,කලාත්මක හැඟීමකින් නෙවෙයි.
asr_sinhala/data/31/310a5dfa21.flac,ඒක සමාජගත කරන්න පුළුවන්
asr_sinhala/data/89/89141d566f.flac,පටාචාරාවත හි එන ඡේදයක්ඇසුරින්
asr_sinhala/data/9d/9d25dda6af.flac,ප්‍රාණඝාතාදී කර්ම කරන්නා
asr_sinhala/data/d0/d06517736d.flac,බදු ලිහිල් කළේය.
asr_sinhala/data/53/532fbcd7d4.flac,එත් අද වෙනකොට ඉතිරි වෙලා තියෙන්නේ
asr_sinhala/data/95/95ce3ad0fd.flac,අනික් මේකේ ඉන්න චරිතේ තමා
asr_sinhala/data/1a/1af4254ec9.flac,නිත්‍ය පවතින දේ වශයෙන්
asr_sinhala/data/c2/c2ed4987ce.flac,ආයේ කියන්න ඕනේ නැහැ
asr_sinhala/data/0c/0cfd397895.flac,අනිත් ටිකත් ඉක්මනටම
asr_sinhala/data/5b/5bad1044e9.flac,චීන ප්‍රතිපත්තිය යහපත් ප්‍රතිඵල අත්කරදී තිබේ.
asr_sinhala/data/e3/e3b2f4712d.flac,ඉතින් මේක තමයි
asr_sinhala/data/49/49f2e7c9c0.flac,ආයෙමත් බලන්න එපැයි.
asr_sinhala/data/98/9823c0a7af.flac,ඇති වැඩකුත් නැහැ
asr_sinhala/data/7d/7d1c7f5d46.flac,අපට එවන් දාර්ශනිකයන් අතර ශ්‍රේෂ්ඨතමයා යැයි
asr_sinhala/data/d2/d20e390fa5.flac,රොෂාන් කවුද
asr_sinhala/data/d9/d941de0adf.flac,ඉතිං අන්තිමට කවුරු කාට හම්බවෙයි ද කියලා
asr_sinhala/data/a8/a88402e956.flac,ඉතින් ඒ මනුස්සයාගේ ප්‍රවාද ගැන මොන කතාද
asr_sinhala/data/b9/b956b85bb3.flac,මටත් ඔක්කොම තේරේවි කියලා මට හිතුනා.
asr_sinhala/data/a3/a36d3882bb.flac,මේ වගේ එකක් කරලා දුන්නට
asr_sinhala/data/f1/f139e6e151.flac,ඨිතස්ස අඤ්ඤතත්තං පඤ්ඤායති /
asr_sinhala/data/f9/f9792f9d12.flac,පාණාතිපාත කියන එකට
asr_sinhala/data/38/3897d753be.flac,ඇසුරු කරන්නන්ගේ හොඳ හිත දිනා ගැනීමට හැකිවන දවසකි
asr_sinhala/data/85/859135c7d9.flac,අපටත් මල කරදරේ.
asr_sinhala/data/1c/1c1e8211b2.flac,මේකා කෝල් දීල එළියට දාන්න කියනවා.
asr_sinhala/data/62/6239a24d01.flac,අකිල ඒ ළමයාව බඳින්නත් ‍පොරොන්දු වෙලා තියෙනවා
asr_sinhala/data/bf/bf46972df2.flac,මානසික සහ ශාරීරික ධර්‍මතාවන් ගැන
asr_sinhala/data/d7/d7ae1fcec3.flac,බෞද්ධ දර්ශනයේ තියෙන
asr_sinhala/data/a3/a3b9151aff.flac,බහුතරය ද බමුණෝම වූහ.
asr_sinhala/data/e1/e1409e3322.flac,ක්‍රිකට් ගැන නිසා
asr_sinhala/data/fd/fd30b03a5d.flac,ඉතින් මෙතනින් ඉතුරුටික
asr_sinhala/data/18/184d34ee47.flac,ඒත් ඉතිං තාත්තා
asr_sinhala/data/11/1103242804.flac,ඔබ නොදන්නවා හැඩයි
asr_sinhala/data/3d/3dbdf43837.flac,විමුක්ති මාර්ගයේ දී
asr_sinhala/data/1b/1b416be8bf.flac,මඟුල් පෝරුව වශයෙන් ජනප්‍රවාදයේ හැඳින්වෙන්නේ මෙයයි.
asr_sinhala/data/35/35a7e349a0.flac,ඒත් මේ වගේ චෑන්ස් නම්
asr_sinhala/data/78/780a2c43ed.flac,ඒවා අහල ඒ අය තීරණය කළා
asr_sinhala/data/6c/6c75b01189.flac,"එබැවින් ඔවුන්ගේ බිය, තැතිගැනීම හා"
asr_sinhala/data/22/22fe8c5885.flac,අපට ඩාර්ලි පාරේ මූලස්‌ථානය පවත්වාගෙන
asr_sinhala/data/5c/5c0f881458.flac,කොළඹ තිබුණ එක රැස්වීමක
asr_sinhala/data/74/7494e8000a.flac,බිලි පූජා කරන්න ඕන කියලා
asr_sinhala/data/d9/d9957f4601.flac,මහන්සි ගන්නෙත් නෑ.
asr_sinhala/data/87/870cadcb4d.flac,ඇතැම් ඖෂධහල්වලින් මෙවැනි ඖෂධ පිටතට ගෙන යෑමට නොදෙන අතර
asr_sinhala/data/6e/6ea7b2abf1.flac,සිංහල බෞද්ධයන්ගේ අයිතිය
asr_sinhala/data/15/1524844731.flac,ඔබ මා හා පැවසුවා
asr_sinhala/data/ae/ae8d9640d2.flac,කෙසේ හෝ අප වෙත එවන්න.
asr_sinhala/data/e1/e1ecf13280.flac,අදට සති දෙකක් ඉක්මවා ගොස් ඇත.
asr_sinhala/data/22/221aa14259.flac,සෑහෙන්න කාලෙකට පස්සෙ හරි
asr_sinhala/data/2a/2a4f349f3d.flac,අද දේශීය කිරිවලින් නිපදවන
asr_sinhala/data/a3/a35b544b48.flac,හැබැයි එතකොටත්
asr_sinhala/data/f0/f0e0b57738.flac,මෙසේ චෛත්‍ය ඉදිකිරීමට
asr_sinhala/data/5e/5e16415a73.flac,වර්ණනා කළ අයුරු
asr_sinhala/data/82/8286b9f3b8.flac,හැබැයි එකම දේ
asr_sinhala/data/ee/eedb6ac20a.flac,සිංහල දාගන්න ඕනේ.
asr_sinhala/data/9a/9ae1d0cfc0.flac,අපි ඇහුවා
asr_sinhala/data/35/355a04dc57.flac,තිස්සමහාරාම චෛත්‍යය ගොඩනංවා ඇති බව
asr_sinhala/data/51/518c75092e.flac,ඒත් කොයි තරම් කාර්යබහුල වුණත්
asr_sinhala/data/5a/5a22dc7919.flac,අවසාන වශයෙන් මා සිතන පරිදි
asr_sinhala/data/e3/e3830b84ef.flac,බයිස්කෝප් වලටම උප සිරැසි දාන්නේ.
asr_sinhala/data/4a/4ab4408add.flac,ඇමති මට අමාරුයි තේරුම් ගන්න ඔබේ නිහඬ විදේශ ප්‍රතිපත්තිය.
asr_sinhala/data/db/dbc463262b.flac,' සුදුපාට ඔසරිය හැඳගත් ඇය
asr_sinhala/data/db/db3659e840.flac,අද බයිස්කෝප් තුලින්
asr_sinhala/data/98/98b92087f3.flac,හැම කෙනෙකුගේම අතින්
asr_sinhala/data/51/51b4b5e136.flac,සල්ලි හොයනවා.
asr_sinhala/data/f3/f387fe1051.flac,පිය යුරු බන්
asr_sinhala/data/09/095c3d4efc.flac,ජිල් මාට් එකක් දාන්න වෙනවා.
asr_sinhala/data/af/af8d268ed0.flac,ආරක්ෂකයා ලෙස පෙනීසිටි
asr_sinhala/data/85/859994c732.flac,ගෞරව ශාස්ත්‍රවේදී උපාධිය ලබා ගත්තා.
asr_sinhala/data/2b/2b414276ff.flac,නවකතාවක් පවා ලියවුනා.
asr_sinhala/data/33/33e26138fd.flac,ඒත් මිණිස්සුන්ට
asr_sinhala/data/1d/1de167762c.flac,එවැනි තත්ත්වයක් තිබුණෙ නැහැ
asr_sinhala/data/f2/f215797b11.flac,එම ප්‍රභූ ඉඩම් හිමි
asr_sinhala/data/69/690e639fa8.flac,ඔබතුමා මතු කළ
asr_sinhala/data/d8/d88c0cbe07.flac,ඒ උතුම් අරහත් ඵල සැපය විඳිමින්
asr_sinhala/data/7e/7e0aa704d8.flac,අපි ලංකාවේ හෙළ යුගය ගැන
asr_sinhala/data/ed/ed3bbe2b35.flac,බුදු වදනට අනුව
asr_sinhala/data/f4/f4a5cd02ee.flac,මෙය සියලු ආගමිකයන් සතුටු කිරීම සඳහා
asr_sinhala/data/d3/d35a4a97b3.flac,මේ නිසා විය හැකියි.
asr_sinhala/data/75/759a5c70af.flac,එයාගෙන් අහන්න කියනවා
asr_sinhala/data/ef/eff656daf1.flac,තෙලිඟුනම් අතෑරිල්ලක්නම් කොහෙත්ම නෑ! ජයවේවා! ස්තූතියි!
asr_sinhala/data/5e/5e98312c1a.flac,එම නිසා එම රසායනිකය
asr_sinhala/data/b5/b502bfaf68.flac,පවිටු මාර තෙමේ එතැනට පැමිණියේ ය
asr_sinhala/data/59/59c8ad78d3.flac,හැබැයි ටිකක් එහාට ගියාම
asr_sinhala/data/df/df6827d0f3.flac,ඒ රූප වල නැත්තෙ?
asr_sinhala/data/23/23efcd6e02.flac,ගමේ කොස් ඇටයට කොස් ගෙඩියට
asr_sinhala/data/0d/0daf02184b.flac,හැබැයි උඹල දිහා බලන්නේ
asr_sinhala/data/e0/e067ccd537.flac,එය හැම විටම පවත්නා
asr_sinhala/data/ea/eae2fd6294.flac,සිත එකඟ කිරීම පිළිබඳ
asr_sinhala/data/a2/a284850bbc.flac,උත්තරයක් දුන්නෙ නැහැ මේගොල්ලෝ.
asr_sinhala/data/32/325b949bd1.flac,අභි ධර්ම කාරණාවක් ගැන අනුකම්පා කරලා පිළිතුරක් දෙනවද?
asr_sinhala/data/9d/9de75e93d1.flac,මැති ඇමති වරුන්ට කොමිසුත් දෙනවනේ
asr_sinhala/data/24/2429161ad7.flac,මේකි හදන්නේ සද්ද නැතුව ඇවිත්
asr_sinhala/data/eb/eb2b2b081b.flac,වහාම මැදිහත් වන මෙන්
asr_sinhala/data/a7/a707a3b20b.flac,මේ අනුව පුද්ගලයාගේ සහ සමාජයේ
asr_sinhala/data/60/60d0469d9c.flac,බුදුදහම නොතිබුණු අවධියේ
asr_sinhala/data/6a/6a639efee2.flac,මරණකල් ඉවසුමක් නැහැ
asr_sinhala/data/e5/e5909ed981.flac,බඩට වැටෙන සොමිය
asr_sinhala/data/1a/1ab47b2650.flac,ස්නායු වෛද්‍ය වරයකුටද පෙන්වා ප්‍රතිකාර කළේය.
asr_sinhala/data/1b/1b41d7d601.flac,අද හාමුදුරුවරු පාවා
asr_sinhala/data/e8/e80e4dfb3f.flac,එය වැය කරන්නේ
asr_sinhala/data/a4/a418ff40e4.flac,මේ විශිෂ්ට චිත්‍රපටය ලබා දීම ගැන.
asr_sinhala/data/43/4392f781f4.flac,සල්ලි ඕනැ වුණා.
asr_sinhala/data/d8/d8ed75d160.flac,මේ අයටත් මුදල් භාවිතය
asr_sinhala/data/f0/f0721a891f.flac,සිල්ලර වැඩ ටික
asr_sinhala/data/e5/e56d09c726.flac,අපි නකල්ස් පැත්තේ ගියා
asr_sinhala/data/ec/ecfad8927d.flac,සමාජයේ ජීවත් වෙන ඔබටත් මටත් අදාළය
asr_sinhala/data/0c/0ce6a39b03.flac,ඊට එරෙහිව හඬක් අවදිකරන්න හැකියාව තිබිය යුතුයි
asr_sinhala/data/f7/f747be9d14.flac,මේක ලියපු මනුස්සයා
asr_sinhala/data/df/df8753bfe0.flac,අපට සෑහීමකට පත්විය නොහැකිය.
asr_sinhala/data/bb/bb4290aa31.flac,වැලිගම සමාරිස් සිල්වා කියලා කෙනෙක්
asr_sinhala/data/d2/d2ddf707ad.flac,ෂර්ලොක් මේ පාර හැම දේකින්ම
asr_sinhala/data/18/1858dfa3b8.flac,උෂ්ණත්වය හා සීතල පාලනය කරන උපකරණ
asr_sinhala/data/1d/1d697b6adf.flac,අනික ලංකාවෙ හැම ‍සේවා දායකයෙක්ගෙම
asr_sinhala/data/1e/1e5b210356.flac,වකුගඩුවක් හොයන්න ඕන.
asr_sinhala/data/e2/e2525d55ae.flac,සත්‍යය දැන ගන්න උදව් කරන විදියට
asr_sinhala/data/66/663878497f.flac,ජොබක් සෙට් කරලා දෙන්න බැරිද ?
asr_sinhala/data/cc/cc4d4e230c.flac,"එවිට ඒ බිය, තැති ගැනීම හෝ"
asr_sinhala/data/22/22f255dd36.flac,ඒත් ඒ අතීතයේ සුළු කාලසීමාවකට
asr_sinhala/data/f6/f6cd4ad911.flac,බුදුන් වැඩ සිටි කාලෙත්
asr_sinhala/data/c5/c5107dc8ec.flac,මහන්සි වෙන්න ඕනැ.
asr_sinhala/data/f7/f74c437fe8.flac,අග්ගඥ සුත්‍රයේ කියවෙනවා
asr_sinhala/data/43/4368cfe69c.flac,ෆිල්ම් එක තියෙන නිසා
asr_sinhala/data/27/27bcaa5f21.flac,අහ් ඒක තියෙන්නේ ඇමරිකාවේ.
asr_sinhala/data/20/202636b1dd.flac,ධාතු නිදන් කොට දාගැබ් ඉදි කළහ.
asr_sinhala/data/ea/ea65e86500.flac,මෙහිදී බමුණා අමතා
asr_sinhala/data/1c/1cad1d9638.flac,"මම උස් අසුන්,"
asr_sinhala/data/f1/f18c01694c.flac,නමුත් ඔවුන් සතු දැනුම
asr_sinhala/data/0e/0ed03a877c.flac,රථයක නැඟයාම සම්බන්ධව
asr_sinhala/data/fd/fd7cf9f9ef.flac,අරන්තලාවේ බිහිසුණු සමූල ඝාතනය සහ
asr_sinhala/data/1a/1aee1f46af.flac,අනේ අම්මපා තොපිට හැදිලා
asr_sinhala/data/4a/4a02b43c94.flac,එහිදී ඉතාමත් පහසුවෙන්
asr_sinhala/data/1b/1b17dae4b4.flac,මේකත් ලිස්ට් එකට ඇතුලත් කලා
asr_sinhala/data/68/689a5b836c.flac,එතන හොඳට සෙවණ තියෙන විශාල නුගරුකක් තියෙනවා
asr_sinhala/data/04/044ef23163.flac,මහ පොළොව මෙන්
asr_sinhala/data/7e/7e56b92e32.flac,ඉන් පසු රේඩාර් වලට හසුවීම
asr_sinhala/data/14/14d7158959.flac,ධර්මය තුළින්ම බුදුරජාණන් වහන්සේ
asr_sinhala/data/43/434782cb6e.flac,තියාගන්නට ඕනෑ කොහොමද?
asr_sinhala/data/cd/cddab96893.flac,පරක්කු කරන එක නම් එච්චර හොඳ නෑ.
asr_sinhala/data/2b/2b34093b6b.flac,ලෙඩ වැඩි කර ගන්නවා වැනි ආකල්පයකි.
asr_sinhala/data/13/130c598d59.flac,උතුර නැගෙනහිර පළාත් පමණක්
asr_sinhala/data/d3/d3e132d68b.flac,මින් උසස් රාජ වංශයන් කෙළෙසී යන බව දතයුතුය.
asr_sinhala/data/fd/fd0cdc9a1e.flac,එම සමාජයේ සාමජිකත්වය වැඩි වීම පමණයි
asr_sinhala/data/4f/4fc3c5a769.flac,නිසි ප්‍රයෝජන ලබා ගත හැක්කේ ද
asr_sinhala/data/cb/cb403c0dfd.flac,අතීතයෙහි වැඩසිටි බුදුවරයන් වහන්සේලා ගැන පමණක් නොව
asr_sinhala/data/65/65fa2bd8eb.flac,සමාජයක් බිහිවන්නේත් මෙවැනි කම්කරු සටන් තුළිනුයි.
asr_sinhala/data/c6/c6c4c19900.flac,ඒකනම් මේ ලිපියේ තියෙන
asr_sinhala/data/89/898987f449.flac,එදිනම අපරභාග 10.07 දක්වා
asr_sinhala/data/08/08c2291383.flac,සෑහෙන්න කල්පනා කලා බං.
asr_sinhala/data/a7/a7f8429c94.flac,මොහොමඩ්ගේ ඉතිහාසය ගැන අපි දන්නවානේ
asr_sinhala/data/06/06a0669b34.flac,මෙතුමිය තමන්ගේ සිරුරේ වෙනස්වීම සිදුවූදා සිට අප්‍රමාණ මානසික පීඩා වින්ඳා.
asr_sinhala/data/67/675aa8e10c.flac,ගත්තේ ඉවර වෙනකම්ම
asr_sinhala/data/ef/efc0eba08b.flac,ඉතින් වැරැද්ද මොකද්ද කියල අහන්න කලින් පොඩ්ඩක් නියම ධර්මය ඉගෙන ගෙන ඉන්න.
asr_sinhala/data/0d/0d9a17322c.flac,අපි නම් සර්වභක්ෂක
asr_sinhala/data/5d/5d1d503a4e.flac,ඒ පිස්තෝලයක් නිසා වෙන දෙයක් සම්බන්ධව.
asr_sinhala/data/32/32e676bc61.flac,මිනිසාට මව් කිරි ලබා දී
asr_sinhala/data/5f/5fc574b325.flac,ඒ ස්වාමීන් වහන්සේලා එකපාරට පිළිගත්තද?
asr_sinhala/data/7a/7ac2cb5d8d.flac,ස්වර්ණවාහිනී කැමරාකාරයා ප්‍රසිද්ධියේ නොකිව්වත්
asr_sinhala/data/7b/7b0254797d.flac,ආර්ථිකය යහපත් ස්ථාවරයක තබා ගැනීමට හැකිවන අතර
asr_sinhala/data/99/99ca2078bc.flac,අපි අතර උන් හීණ වෙච්ච ලක්ෂන ඇති අය වෙන් ඇති
asr_sinhala/data/04/04bb411d89.flac,මැයි මස 16 වන දා
asr_sinhala/data/de/def17afbf8.flac,අං කෙළි උත්සවයෙන් පසු
asr_sinhala/data/61/617faf4902.flac,අමාත්‍යවරයා හා ඔහු අතර මෙවැනි සංවාදයක් ඇති විය.
asr_sinhala/data/e5/e512abd0a1.flac,ළඟදීම දකින්න ඔබට පුළුවන් වෙයි.
asr_sinhala/data/da/dabf4be2c5.flac,මෙම උත්සවයේ උපදේශක පාරේලිමේන්තු මන්ත්‍රී
asr_sinhala/data/f8/f8d2a32f39.flac,තියෙන දෙගිඩියාව හිත හොල්මන් කලා.
asr_sinhala/data/71/71a5b28739.flac,පක්ෂ වලට නැගී සිටින්නට
asr_sinhala/data/0b/0b055aa7ec.flac,ඔබටත් ලැබුවා වූ
asr_sinhala/data/e3/e3c96c7f5c.flac,ගෞරව කරන්න ඕන.
asr_sinhala/data/95/95acbbd804.flac,කොමෙන්ටුත් දානවා
asr_sinhala/data/a7/a7af0a3b86.flac,උමගෙ ආරම්භයත් අවසානයත් එක මට්ටමක පිහිටලා තිබීම නිසයි
asr_sinhala/data/e4/e45638603c.flac,එවකට රටේ අගවිනිසුරු සංශෝධනය අවලංගු කර
asr_sinhala/data/c5/c579e2c732.flac,පිළිකුල් කරන එවුන් හදපු
asr_sinhala/data/81/8130f8e012.flac,එවැන්නක් පිළිබඳව තමන් නොදන්නා බව
asr_sinhala/data/19/194d73c71d.flac,ආණ්ඩුව අලුත් ගැසට් තුනක් මගින්
asr_sinhala/data/0b/0be6258f87.flac,මගේ බ්ලොග් එකෙන් හොයා දෙන්න.
asr_sinhala/data/34/3412e3fd64.flac,ඒත් මේ ලිපියට අදාල හරි
asr_sinhala/data/8e/8e956e588d.flac,අපගේ ශාස්තෘන් වහන්සේ තුළ තිබුණා
asr_sinhala/data/1c/1c80dfb7e8.flac,බොහෝ බෞද්ධයෝ අතිශය ගෞරවාදරයෙන්
asr_sinhala/data/df/dfd6804b1a.flac,එතන ගියොත් ඉගෙන ගන්න ඒව පැත්තක මාර්තු වෙනකන්
asr_sinhala/data/43/432a4b779f.flac,අද රනිල් මහත්තයා ළග ඉන්නවාට වඩා
asr_sinhala/data/82/824738919c.flac,එමෙන් ම එය කිසිම ගිහියකු විසින්
asr_sinhala/data/3e/3e0d70c86f.flac,නුගේගොඩ උසාවිය ඉදිරිපිට දී පිරිසක් ඔහුට පහර දුන්හ.
asr_sinhala/data/b9/b917e6d9e3.flac,අපේ මේ සහෝදර සහෝදරියො කරන වැඩේට
asr_sinhala/data/b4/b42d6a69e7.flac,අයියෝ මිස්ටර් ඔහේට එපා වෙන්නේ නැද්ද
asr_sinhala/data/b7/b71961a5f9.flac,දිව්‍යමය යුග දිවියක ලක්‍ෂණ දක්වා තිබෙනවා
asr_sinhala/data/62/620a659ec3.flac,බැංකුවක වැඩ කරන කෙනෙකුට
asr_sinhala/data/26/26bb809f2c.flac,ඕනෙම මතයක් අදහසක්
asr_sinhala/data/9e/9e667336a4.flac,අපි ගෙවන්නම්
asr_sinhala/data/59/59d802cdba.flac,එතැනින් ආරම්භ විය.
asr_sinhala/data/bf/bf97e79df7.flac,ටෙලි නාට්‍යයි.
asr_sinhala/data/15/153ead86ef.flac,ඒවයේ ඇති මේ ලක්ෂණ
asr_sinhala/data/1d/1d9300b5f3.flac,ඉබ්බා ගෙට ආව
asr_sinhala/data/48/480ef837cc.flac,ඔයාට ඕන හෝටලයකින් කන්න පුළුවන්
asr_sinhala/data/dc/dccd701ef5.flac,ඕනෙම මසක් කන එක නතර කරන්න ඕනෙ
asr_sinhala/data/d2/d28b86ee45.flac,දෙමාපියන් මිය යෑමත් සමග
asr_sinhala/data/a1/a15dde013c.flac,අවසාන වශයෙන් කිව යුත්තේ
asr_sinhala/data/2e/2ed933e2fb.flac,මුළු සමාජයම
asr_sinhala/data/d3/d36b2ddd9b.flac,නමුත් කතෝලික සභාව
asr_sinhala/data/24/24f74c75e8.flac,බවට එය පත් විය.
asr_sinhala/data/78/781a09012d.flac,රිංගීමට පමණක් නොව
asr_sinhala/data/d0/d0f77bdab6.flac,ස්වාමිනී මට ගොඩක් පින් කරන්න
asr_sinhala/data/84/84b484c6f8.flac,එය පෞද්ගලිකව පමණක් නොව
asr_sinhala/data/73/732cf897c9.flac,ඊයේ මා මේ කයිකතන්දරයට දැමූ ලෝගෝව
asr_sinhala/data/c8/c8da548aeb.flac,උඹ උගෙන් බෙහෙත් ගත්තා
asr_sinhala/data/60/607a235de1.flac,ඒ සාගර පළන්සූරිය අල්විස් පෙරේරා සහ
asr_sinhala/data/70/7078e1756b.flac,රැවටිලිවලට අසුවිය හැකියි.
asr_sinhala/data/a1/a12d05ea32.flac,"මේවා නොසිතිය යුතු නම්, සිතිය යුත්තේ මොනවා ගැන ද?"
asr_sinhala/data/e2/e22f0a0c95.flac,මෙතැනදී වෙනත් අතුරු තර්කයකුත් පැනනගිනවා නේද?
asr_sinhala/data/64/642e0fa083.flac,අමිලට ලොකු ගෞවරයකින් කතා කරයි.
asr_sinhala/data/49/4968beea1f.flac,විකල්පයක් නැති බවයි.
asr_sinhala/data/f0/f02ab51cbc.flac,ඉබේ පහළ වෙන දේවල් තියෙනවා
asr_sinhala/data/44/44e0518e75.flac,ලංකාවේ ප්‍රචලිත වූ බ්‍රාහ්මී අක්ෂර මාලාව
asr_sinhala/data/04/049e9a8eb8.flac,හැබැයි ඒ දැනගෙන පරිස්සම් වුනානම්
asr_sinhala/data/89/896333a66f.flac,එහෙම දෙයක් කරන්න හැකිවේවිද කියාලා
asr_sinhala/data/cc/cca7a35a26.flac,සම්මා ආජීව පිළිවෙතට පිටුපෑමකි.
asr_sinhala/data/10/10cb8ecff8.flac,එය ලිවිය යුත්තේ මනම්පේරිලා
asr_sinhala/data/87/8708db5595.flac,අර කාන්තා වැඩ සටහනේ
asr_sinhala/data/85/85297199c8.flac,ඔබ ඉගෙනීම් කටයුතුවලට වැඩි වශයෙන් යොමු වෙයි
asr_sinhala/data/64/64c29fd49a.flac,කෝලිත තරුණයා
asr_sinhala/data/68/682cf8e702.flac,තැවීම් මැඩපවත්වා ගන්නවා
asr_sinhala/data/39/39ba190136.flac,මානසික ආබාධ රෝගීන් ආදී
asr_sinhala/data/af/af21fcce27.flac,උප ප්‍රධාන චරිතත් රඟපෑවා
asr_sinhala/data/10/109fb636e2.flac,දිවැසින් බලන විට
asr_sinhala/data/22/22a3e2f380.flac,කිනම් ඉන්ද්‍රියකට දැයි නො කියති
asr_sinhala/data/a1/a13ee6234c.flac,ඕවා හරි ලොකු දේවල්නෙ.
asr_sinhala/data/74/74a4aee3c1.flac,යකෝපැය දෙකකින් පුළුවන් කියන්නෙ
asr_sinhala/data/f2/f201e5442f.flac,සුදු කිරීමේ හෝ
asr_sinhala/data/4f/4f822cefd0.flac,මම කෙට්ටු වෙන්නේ කොහොමද කියලා
