sentence_cleaned,file
මේක තමයි ලෝකයේ සාර්ථකයි කියල පිළිගත්තු එක.,asr_sinhala/data/70/7071115f81.flac
අද ගැමුණු සෆාරි ජීප් රථ වලින්,asr_sinhala/data/d2/d2a07f7092.flac
දාර්ශනික වැදගත්කමක් වශයෙන්,asr_sinhala/data/67/67386268d2.flac
ඒ විශ්වාසය නෑ රටේ ජනතාවට.,asr_sinhala/data/30/304d16b840.flac
ඉතින් හිරෝමිගේ හීනය සැබෑ වෙයිද ?,asr_sinhala/data/46/46b631db6f.flac
මේන් අත්දුටුවයි සත්තයි,asr_sinhala/data/fa/fa98dbae7a.flac
සිංහල බෞද්ධ දරුවන්,asr_sinhala/data/a6/a64da5ba92.flac
කියවන්න බලනවා.,asr_sinhala/data/41/418aba32c7.flac
බොදුණුවාට සඳකඩ පහණ සහ පියගැටපෙළ හමුවේ.,asr_sinhala/data/cf/cf9eb00145.flac
ගොඩක් අඩුවෙන් නිසා.,asr_sinhala/data/83/83e1513efe.flac
නොසිතූ ලෙස බෙලහීන තත්ත්වයට පත් වූහ,asr_sinhala/data/96/96e4523d8c.flac
සරත් ප්‍රනාන්දු ක්‍රීඩා කල තරගය පාවා දුන්නේ කවුද?,asr_sinhala/data/11/1175f6913b.flac
"එම සීමාව විවාහක,අවිවාහක,",asr_sinhala/data/c4/c4ca68a3ec.flac
මේ අවුරුදු හය රඟපෑම වෙනුවෙන් ගෙවී ගියේ.,asr_sinhala/data/a1/a143ee3f66.flac
මෙසේ සොබා දහමට ඇලුම් කළ,asr_sinhala/data/4d/4d1eb0a78d.flac
අර වලල්ල බිම දාල ගහේ නැග්ග එක,asr_sinhala/data/d4/d4d8c55e75.flac
තිස් දෙහැවිරිදි නිලංගා වෘත්තියෙන් මෝස්තර නිරූපිකාවකි.,asr_sinhala/data/3c/3c367d0448.flac
ඒත් පශ්චාත් නූතනවාදයේදී,asr_sinhala/data/4a/4a33f057ad.flac
අන්තර්ජාලයට පිවිසෙන,asr_sinhala/data/ee/ee4ef56e38.flac
ඔය ආමි පොරවලුත් ඔය පොන්න සුබ පැතීම කරනවා,asr_sinhala/data/dd/dd39f5378c.flac
භික්‍ෂූන් අරණ්‍යවාසී විය යුතු ය.,asr_sinhala/data/0e/0ef7d1ce28.flac
පිහි තියාගෙන ඉන්න හැමෝට,asr_sinhala/data/bd/bd61df5547.flac
හැම මිනිත්තුකටම වරක්,asr_sinhala/data/74/744fc1b032.flac
ශ්‍රී සර්වඥ ධාතුන් වහන්සේලා,asr_sinhala/data/7a/7aacd6ca37.flac
ඇයි ඔය ලෝක ඇනෝ,asr_sinhala/data/ed/ed090b649c.flac
කොටුවූ මනුස්‌සයා හිරේ වැටුණේය,asr_sinhala/data/cf/cf2d81144c.flac
එදා මෙම ජනපදය,asr_sinhala/data/84/8430c97ca9.flac
වැඩි ඉඩක් වෙන්වෙලා තිබ්බේ ඒකටනේ.,asr_sinhala/data/2a/2a231f19d6.flac
අප අපේ අයිතීන් වෙනුවෙන්,asr_sinhala/data/10/102a6b07a0.flac
අනු යනු අනාත නිවසක සිටින,asr_sinhala/data/81/81e508e7a3.flac
මේ ආශා නිසයි අපට එහෙම වෙන්නේ.,asr_sinhala/data/d4/d4053e3f3f.flac
ඒක මිනිත්තුවෙන් ඉවර කරන්න පුළුවන් වැඩක්.,asr_sinhala/data/7c/7c5fc500bc.flac
හුණු මිශ්‍ර බදාමයක්,asr_sinhala/data/09/093e826066.flac
මේවා සාමාන්‍යයෙන් ප්‍රයෝජනවත් වැඩසටහන් ආකාරයෙන් පෙනී සිට,asr_sinhala/data/50/50dd4f2c95.flac
එකිනෙකා තල්ලු කර දමා හෝ,asr_sinhala/data/bb/bbf4b31d63.flac
ඇලේ මාළු කොටන කඩුවෙන් මට කොටන්න,asr_sinhala/data/67/67120e5c76.flac
අලුත් ලිපියක් අද දායි,asr_sinhala/data/22/2228ed6b82.flac
ඒත් මේ වගේ පිස්සන්ට,asr_sinhala/data/23/232d65c8d8.flac
ඉන්දු මිටියාවතේ ජීවත්වුණු ඇතැම් පිරිස්,asr_sinhala/data/03/03ff250d4e.flac
පසුකාලීනව එකතු කරන ලද්දකි.,asr_sinhala/data/45/450371fba8.flac
ප්‍රහාරයක් එල්ල වූ බවද,asr_sinhala/data/62/62170eca8f.flac
බව පැහැදිලිවම කීය.,asr_sinhala/data/33/33dbd367e0.flac
"දැන හඳුනාගෙන, තමාට ගැලපෙන",asr_sinhala/data/76/76472f9814.flac
මෙකල ඕමල්පේ ගමට වැවක් නොතිබුණද,asr_sinhala/data/74/748086f642.flac
ව්‍යාපෘතියක් මේක.,asr_sinhala/data/2a/2aedfbe571.flac
දෙවැනි නෑනේ මේක,asr_sinhala/data/f8/f85204786a.flac
අප ඉතා ගෞරවයෙන් අගය කරනවා,asr_sinhala/data/39/3963fd4a6e.flac
වෙඩිවර්ධනගේ නවකතාව මුල සිටම සෙමෙන් කියවිය යුත්තකි.,asr_sinhala/data/51/5125165dfe.flac
කොන්ද පන නැති අපි,asr_sinhala/data/74/747532e7d4.flac
යථාර්ථය නම් සංඛත ධර්මයන්,asr_sinhala/data/c0/c0eb553b30.flac
මෙකී චිත්‍ර කලාව,asr_sinhala/data/f0/f04641eeac.flac
උදේ ඉස්කොලෙ යන විට අනාථයෙක් සේ,asr_sinhala/data/c9/c9bdab0b7f.flac
නමුත් මම ඒ විවේචන,asr_sinhala/data/e9/e93b2223ef.flac
පෙරවස් සමාදන්වීම ඇරඹුණා.,asr_sinhala/data/84/848bb1f5ee.flac
භාවිතා කර,asr_sinhala/data/b5/b573ef5d6c.flac
පූජාවට ප්‍රසාදයක් වශයෙන්,asr_sinhala/data/c4/c477907e9b.flac
අපරාදෙ ඇත්තටම ෆිලම් එකේ නම,asr_sinhala/data/bd/bdf1079352.flac
සාක්ෂිකාරිය කවුරුහරි කෑගහනවා,asr_sinhala/data/e5/e583b105e1.flac
එබඳු රෝග වට්ටෝරුවක් ගිරිමානන්ද සූත්‍රයේ දී ද,asr_sinhala/data/99/99a0306753.flac
හොඬේ වනලා ආපසු දළු කඩාගෙන කෑවා.,asr_sinhala/data/5a/5aa51a5146.flac
මට වැඩිය හුරතල් කලේ අයියවයි නංගිවයි.,asr_sinhala/data/98/98a381d0b3.flac
ඒ මම ලයින් ඩිලීට් කරල නෙමෙයි,asr_sinhala/data/67/673ebee6bf.flac
ඉසා මෙසේ ලියා තැබුවේය,asr_sinhala/data/f1/f118c10a53.flac
සාධක වූ බවයි වික්‍රමසිංහ දක්වන්නේ.,asr_sinhala/data/7b/7bd08a7963.flac
අර එකෙ විකුනන ඈම්ප් මේ වෑඩේට,asr_sinhala/data/0e/0e99ae0a8f.flac
අද ළමා මවුවරුන් වැඩිවීම,asr_sinhala/data/27/2729ddf731.flac
ඔන්න ඉතින් කොල්ල නියර දිගේ,asr_sinhala/data/44/4455202991.flac
එලෙසම සාගර උෂ්ණත්වය යොදා ගැනීම,asr_sinhala/data/c0/c0b75d9322.flac
හරි උඹ විද්‍යාව දන්නා එකෙක්නම් කියපන්,asr_sinhala/data/bf/bf2ad646d2.flac
සෑම් විජේසිංහ මහතා කියයි,asr_sinhala/data/30/30bc80ec19.flac
නමුත් මේ කාලයේදී,asr_sinhala/data/cc/cc92faa1e5.flac
හැමදාම හැල්මෙ දුවනකොට,asr_sinhala/data/45/459881e2b9.flac
නුවණින් මෙනෙහි කරලා නෙවෙයි.,asr_sinhala/data/00/00ec7c0c14.flac
එයා කිව්වා අවුරුදු එකහාමාරක්‌ තිස්‌සේ,asr_sinhala/data/f2/f26f267136.flac
කමතේ තමයි නැටුම් එතකොට සොකරි,asr_sinhala/data/da/dada662b11.flac
සංවේගය උපදවාගත යුතු,asr_sinhala/data/35/35dd3c85a2.flac
මේ චිත්‍රපටය තෝරගන්න හිතුවා,asr_sinhala/data/d7/d7be31f416.flac
එක්සත් භික්‍ෂු පෙරමුණේ වේදිකාව ඒකට උදාහරණයක්,asr_sinhala/data/51/51c63dd2dc.flac
ඒවා හුදි ජන පහන් සංවේගය සඳහා,asr_sinhala/data/52/52467c0ea1.flac
අතිරික්ත වටිනාකම යනු,asr_sinhala/data/7d/7def093183.flac
හට ගත්,asr_sinhala/data/7c/7cd2b90460.flac
එ සැණිනි.,asr_sinhala/data/38/38d4abced4.flac
පස්සෙ ආණ්ඩුව කියයි,asr_sinhala/data/86/862b463fa4.flac
කෘතඥතා පූර්වකව සඳහන් කළ යුතුය.,asr_sinhala/data/c8/c8cb2099d1.flac
කෙතරම් අයුක්ති සහගත ද?,asr_sinhala/data/d5/d560d25d97.flac
අපිටත් කාන්තා සෙරප්පු,asr_sinhala/data/86/867a1f1a34.flac
උප්පාද වීමත් වයවීමත්,asr_sinhala/data/b8/b8fc3edb7b.flac
අපි ඉතින් වැල්ලෙ ඉන්න නිසා,asr_sinhala/data/1a/1a43b057b7.flac
රැ සද්දෙත් එක්ක,asr_sinhala/data/24/2400fd76a5.flac
අපි නම සිංහල උපසිරැසි තියෙනවනම්,asr_sinhala/data/dc/dc85a5f427.flac
මාලු වලට සීමා කරගන්න බැරිද අපිට?,asr_sinhala/data/ec/ec50c06b41.flac
අයිනක ඔය වැඩේ කරනවා.,asr_sinhala/data/28/28fd12cf06.flac
සැප ලබන්න.,asr_sinhala/data/30/30b5439d3b.flac
ශ්‍රී ලංකාවේ උසම ගම්මානය ශාන්තිපුර නම් විය,asr_sinhala/data/b4/b49a6620dd.flac
අනුන්ට බැණ බැණ ඉන්න වෙලාවෙ,asr_sinhala/data/01/01a1a4545d.flac
මට කීපදෙනෙක්ම සහයෝගය දුන්නා.,asr_sinhala/data/68/6843cfb8b1.flac
අනෙක අපේ අවබෝධය,asr_sinhala/data/4a/4ad5447885.flac
සංඛ්‍යාව ගැන අපි නොදනිමු,asr_sinhala/data/71/71ce62cb4c.flac
කොහොමටවත් යාමට බැරිවූ නිසා,asr_sinhala/data/24/24d67ab0c6.flac
මොකටද යන්නේ,asr_sinhala/data/01/0113a40caa.flac
අනික තමයි දෙබස කියන කෙනා,asr_sinhala/data/cc/cc8dcce9cf.flac
අපි අවසන් පන්දු ඕවරටම,asr_sinhala/data/cf/cfa92fd579.flac
අප ලද තවත් අගනා දායාදයකි,asr_sinhala/data/a7/a715aaa028.flac
පවු‍ලේ කට්ටියත් එක්ක,asr_sinhala/data/1b/1ba18d031a.flac
අනිත් අයගේ උදව්වෙන්.,asr_sinhala/data/b4/b49eec8f0d.flac
අදහසට අකමැති වෙන්න හේතුව,asr_sinhala/data/64/645dcb896a.flac
සතුට උපදවා ගන්න පුළුවන්.,asr_sinhala/data/b7/b769fee4c8.flac
අයියත් එහෙනම් ගම රට නෑදෑයන්,asr_sinhala/data/12/12979789d3.flac
අවස්ථාවක් බලාගෙනයි,asr_sinhala/data/d1/d1e271e120.flac
නමුත් එක එක පිල්ලි යවල,asr_sinhala/data/85/85836859fa.flac
අපි අද යන තැන මහාවංශයට,asr_sinhala/data/22/22cda987fa.flac
පරක්කු වැඩියි.,asr_sinhala/data/04/04994d8d78.flac
මේක හොද මට්ටමක ඇති කියලා,asr_sinhala/data/63/63f1d141f0.flac
සටහන් කර ගැනීමට උත්සාහ දරන්නීය.,asr_sinhala/data/bb/bba4e4a06d.flac
රජයේ ආයතනයක් වැයකරන මුදලයි,asr_sinhala/data/15/15b1d01596.flac
මෙම ප්‍රතිඵලය නිසා,asr_sinhala/data/22/2214639f68.flac
අධ්‍යාපනයෙන් උසස් ප්‍රතිඵල අත්කර ගත හැකි වනුයේ,asr_sinhala/data/f0/f0c42f221b.flac
එහෙත් උන්වහන්සේට තමන් පැමිණි කාරණාව,asr_sinhala/data/3b/3b8c0a0f76.flac
විශාල පිරිසක් සහභාගී වී සිටියහ,asr_sinhala/data/5a/5a1ac59b7d.flac
පසුගිය කාලයෙයි.,asr_sinhala/data/26/2626cf3322.flac
මේ ඒක නෙමෙයි,asr_sinhala/data/fc/fc41246ad1.flac
උපාලි විජේවර්ධන මෙම උපදෙස් පිළි ගත්තා ද,asr_sinhala/data/c9/c97c3368d7.flac
ඔවුන්ගේ සහාය ලබාගැනීම හැර,asr_sinhala/data/51/51df5ee443.flac
"පොළොන්නරුවේ ඇතුළු නගරය කැණීම්කර,",asr_sinhala/data/bd/bd024c20e2.flac
සක්මන් කරමින් අකුසල් දුරුකරයි වශයෙනි.,asr_sinhala/data/ea/ea8b682890.flac
ඔය පැනල තියෙන්නෙ,asr_sinhala/data/0a/0a13b9abff.flac
සක්‍රීයතාව පෙනී යයි,asr_sinhala/data/cc/cc59530011.flac
අඩුගානේ අපේ නෑදෑයෙක්වත්,asr_sinhala/data/42/4224d23293.flac
අනතුරෙන් පසු ලංකාවේ එක් දුප්පත් ගම්මානයකට යන,asr_sinhala/data/31/31eed85321.flac
අවසර හිමියනි අනෙකුත් පින්වතුනි,asr_sinhala/data/d1/d1df11d4e9.flac
මෙම ඝණආහාර දීමෙන්,asr_sinhala/data/9a/9a29c8bd7b.flac
රජ කම ගන්න,asr_sinhala/data/aa/aa7d0206d6.flac
මං නැති ටිකේ වෙලා තියෙන හරියක්,asr_sinhala/data/5d/5d66de0223.flac
ගන්න කොට,asr_sinhala/data/cf/cfe83c4a31.flac
ඉතා ගෞරවයෙන් යුතුව සහාය දක්වති.,asr_sinhala/data/cd/cdf00227e2.flac
ඔහු බලා හිඳියි,asr_sinhala/data/30/30ee1bca1b.flac
මෙච්චර සාර්ථක වෙන්න ඉඩ ලැබෙන්නේ නැහැ.,asr_sinhala/data/09/09373a9d3c.flac
"හක්කෙ බුදුරුස් බොක්කෙ දඩමස්"" වැඩ",asr_sinhala/data/c1/c1c503afb5.flac
අවුරුදු වෙනකොට ඇමරිකාවෙ තරුණ තරුණියන්ගෙ වැඩ.,asr_sinhala/data/d4/d4ced31675.flac
අප වෙත ඉදිරිපත් කරන්න.,asr_sinhala/data/c4/c44892aefd.flac
කීපදෙනෙක් විතරයි.,asr_sinhala/data/c2/c23ea0a95c.flac
පුද්ගලයෙකුගේ දියුණුවට මෙන්ම,asr_sinhala/data/86/86b77751f6.flac
අයියගේ හිතේ තියෙන,asr_sinhala/data/95/95bd805429.flac
ඔක්කොම කියලා තියන දේවල් නම්,asr_sinhala/data/5f/5f9ffd676a.flac
යානයේ පසුපස දොරත් වැසිකිළි දොරත් අතර දුර මීටර දෙකක්වත් නෑ.,asr_sinhala/data/5a/5a3220b70e.flac
මේ බෝසතාණන් වහන්සේ බුදු වූවාට පසු දකින්නට ලැබේද?,asr_sinhala/data/9e/9efaf3214e.flac
ඇති එකම මාර්ගය,asr_sinhala/data/68/68ffb69b69.flac
දහමේ අංශුමාත්‍රයක් අවබෝධ කරගෙන,asr_sinhala/data/a4/a44759a080.flac
යමෙකුට හොඳ මිතුරෙකු නොලැබේ නම්,asr_sinhala/data/cc/ccf1e320ea.flac
ගොඩක් ආස ඔයාට සමහර වෙලාවට,asr_sinhala/data/db/db1240c2a6.flac
අපේ හදවත් තුළ මුල් බැස ගත්,asr_sinhala/data/8e/8ee35bc07f.flac
ලාංකේය දේශපාලන ඉතිහාසයේ තීරණාත්මක වසරකි,asr_sinhala/data/74/74eb4cda43.flac
මේ ගී ජනප්‍රිය වීමට හේතු වූවා විය හැකිය,asr_sinhala/data/e0/e096d4270e.flac
යලිත් එවැන්නෙකු පහල වී ඇති බවට,asr_sinhala/data/b0/b012c8d9ef.flac
මම නම් කියන්නේ,asr_sinhala/data/09/09561b91e6.flac
ලොතරැය්යක් ඇදෙනකල් බලා ඉන්ට බෑ.,asr_sinhala/data/51/514d3ca094.flac
මොකක් හරි වැඩක් යෙදෙනවා,asr_sinhala/data/83/83cc3a654f.flac
ක්‍රීඩකයන් සමග ගී ගයමින් නටමින්,asr_sinhala/data/aa/aa52e456c5.flac
ස්ත්‍රී පුරුෂ ආකර්ෂණය,asr_sinhala/data/31/311ecf1875.flac
ගුණ ධර්මවලින් යුතු,asr_sinhala/data/39/3911aad007.flac
අද කෙනෙක් කරලා,asr_sinhala/data/22/22062d63d9.flac
තමන්ගෙ යුතුකම් ගැන හිතන්නෙ නෑ නෙ.,asr_sinhala/data/43/43ae0a99f4.flac
පොලිසිය දැන සිටියේ නැත,asr_sinhala/data/e4/e46bba9666.flac
අවශ්‍ය තැනදී,asr_sinhala/data/72/727dc36edb.flac
ඉංග්‍රිසි සටහනක් රසවිදින්න.,asr_sinhala/data/65/6580a0ac26.flac
එම ගල් බේසම් සමූහයට,asr_sinhala/data/6b/6b445596a9.flac
ඇෆ්ගනිස්තානෙ තලිබාන්ලට බුදුපිලිම වැනසුව දා ඉඳන්,asr_sinhala/data/f8/f89b00e82a.flac
දහදිය දැමීම ඉබේම සිදුවන්නකි.,asr_sinhala/data/59/59e97bcacd.flac
විහිළු කර කර කල්ගත කරනවා.,asr_sinhala/data/cb/cb8a4fa263.flac
මමත් ඔය ප්‍රවෘත්තිය,asr_sinhala/data/9d/9deec6dd3c.flac
පියනන්ද හාමුදුරුවෝ,asr_sinhala/data/33/332d3f6c59.flac
ඇය රූපලාවන්‍ය ශිල්පිනියක්,asr_sinhala/data/f7/f736e81d62.flac
මීට පෙර පැවති සමුළුවල අනුගමනය කරන ලද ක්‍රම ගැන,asr_sinhala/data/20/2047b03691.flac
බිත්තිවල බදාම ගල්වා,asr_sinhala/data/4f/4f514310e8.flac
විකල්පයක් නැති බවයි.,asr_sinhala/data/49/4968beea1f.flac
"බමුණ,",asr_sinhala/data/c6/c6f4d279ab.flac
මනසින් උසස් නිසා මිනිසා යන නම්ගත් පුද්ගලයා,asr_sinhala/data/c8/c8a558fb13.flac
ජාතික නිවාස සංවර්ධන අධිකාරියේ සල්ලි,asr_sinhala/data/4a/4a4c709a46.flac
යන හැඟීම අපට ඇත්තේ,asr_sinhala/data/0b/0b5e2cae5e.flac
කදිම උපමාවක් ද යොදා ගනිමිනි.,asr_sinhala/data/ff/ff6b186625.flac
එයාගේ ජීවිතයේ වැඩකරන්න,asr_sinhala/data/f2/f2316968e6.flac
එක ගණන ගන්නේ නැතිව පාගාගෙන ගියාම වෙන්නේ මොකක්ද?,asr_sinhala/data/c1/c1bcd718dc.flac
වඩා ගත යුතු ආකාරය,asr_sinhala/data/30/3077d299d3.flac
එබැවින් මේ තත්ත්වයට,asr_sinhala/data/b8/b8f11834b0.flac
දිගින් දිගටම විස්මයට පත් වූයෙමි,asr_sinhala/data/32/32b04a1e69.flac
බල්ලත් කාමරයට ඇවිල්ලා,asr_sinhala/data/ff/ffb79fd6d1.flac
එළ කිරි මචා!,asr_sinhala/data/dc/dc26a0378f.flac
හැමෝම දැනගෙන උන්නා,asr_sinhala/data/ef/ef5882f4d4.flac
අප්‍රමාන සැහැල්ලුවයි.,asr_sinhala/data/50/50dbc1ef59.flac
ජය ශ්‍රී චන්ද්‍රජිත් නේද?,asr_sinhala/data/21/219edb7772.flac
පොදු දුර්වලකමක් විය.,asr_sinhala/data/05/0563464191.flac
එච්චර සුන්දර උපමාවක් නෙමෙයි.,asr_sinhala/data/6a/6a3fcd0a04.flac
නීත්‍යානුකූලබව,asr_sinhala/data/10/10a3146cbe.flac
බෞද්ධ අධ්‍යාපනික මූලස්ථාන විනාශකොට,asr_sinhala/data/3e/3e8ac2b67a.flac
දැන ගන්න එපැයි.,asr_sinhala/data/87/87578ab01a.flac
අවශ්‍ය කරදර දාගන්නේ නැතිව,asr_sinhala/data/25/2552f6ab09.flac
පරණ ලස්සන චිත්‍රපටි,asr_sinhala/data/1d/1d6e1185af.flac
අන්‍යාගමික ශාස්තෘන් වෙව්ලුවා හළ,asr_sinhala/data/0f/0f8ad36e43.flac
ස්වාමීනී මහත් වූ පොළොව සැලීමක් ඇතිවීමට,asr_sinhala/data/88/8857cb7c97.flac
මුවනොසෑහෙන සේ නිතර වර්ණනා කරනු ලබන,asr_sinhala/data/f1/f1e045bff3.flac
ඔබ මා හා පැවසුවා,asr_sinhala/data/15/1524844731.flac
මුහුණ දුන් දරුනතම නියඟය බවයි.,asr_sinhala/data/71/719da22741.flac
ක්‍රම වලින් ඇත්තටම හොඳ කරපු තැනුත්,asr_sinhala/data/51/51deaafff8.flac
අයිතිවාසිකමක් වෙත මිලක් නියම කළ හැක්කේ,asr_sinhala/data/ef/ef58b2deb5.flac
උපාධි තියන අයත් ඇවිත්,asr_sinhala/data/9e/9e55f94e06.flac
සාමාන්‍ය විදිහට,asr_sinhala/data/3c/3c37fd3940.flac
මගේ යාළුවකු මාර්ගයෙන් ලියුමක් ගිහින් දුන්නා,asr_sinhala/data/81/81a7d0582b.flac
මොකද එහෙම වුණොත්,asr_sinhala/data/6e/6e4d62b6eb.flac
අරක වැරදිය මේක වැරදිය,asr_sinhala/data/89/8987e0d035.flac
තිදොරින් සිදු කරයි.,asr_sinhala/data/62/62a93c0ebe.flac
ඔයාලට මේ පින්තුරේ දැක්ක ගමන්ම දන්නවානේ,asr_sinhala/data/e5/e5ae54b54a.flac
තමන්ගේ පවුල නඩත්තු කරන්නද,asr_sinhala/data/21/2136df221a.flac
අතීතයේ සුළ මුළ,asr_sinhala/data/c4/c4d725478a.flac
ඒක කරන්නෙත්,asr_sinhala/data/c4/c409abad26.flac
ක්‍රිකට් තම ජීවිතය වගේ වෙච්ච නිසයි.,asr_sinhala/data/53/533ec0227b.flac
යන වැඩ සටහනක් තියෙන්නෙ කියලා.,asr_sinhala/data/fa/fa4365fd5b.flac
ඔබ යොදා ගෙන තියෙන්නේ,asr_sinhala/data/55/5544903c44.flac
අපරදිගින් එන කියමනකි.,asr_sinhala/data/86/86724a413c.flac
වියදම ආණ්ඩුවෙන්ය.,asr_sinhala/data/b6/b6118922dd.flac
මහින්දට වඩා හොද නායකයෙක්,asr_sinhala/data/c8/c8b675e94a.flac
උඹේ චොයිස් එකක් තෝර ගනිං,asr_sinhala/data/72/7229bf482f.flac
සත්‍ය අවබෝධකරගෙන නිවන් මඟ තෝරාගනී.,asr_sinhala/data/d4/d493125e2b.flac
වැරදි දේ විදියටත්,asr_sinhala/data/f2/f2c5c6bd1e.flac
අභියෝගවලට මුහුණ දෙමින් තමන්ගේ ජීවිතය මතින්ම,asr_sinhala/data/33/3378ec58c6.flac
වනජීවීන්ට අපහසුතාවක් ඇතිවන නිසයි.,asr_sinhala/data/c2/c29adaf16a.flac
තවත් තැනක සඳහන් වෙයි.,asr_sinhala/data/35/355624bbc2.flac
ගමන් මඟ ගැන තව විස්තර තිබුණනම්,asr_sinhala/data/b2/b25d5cad9f.flac
සඳහන් ඔහුගේ සිතේ තිගැස්ම,asr_sinhala/data/49/49e39047fb.flac
මරණය පිළිබඳව සිහි කළොත්,asr_sinhala/data/18/187b4e36b9.flac
අනුරපුරයෙන් දකුණු පස අට යොදුනක් ගිය තන්හි,asr_sinhala/data/09/0958a03eab.flac
ඇය සතු මෙම විමර්ශනශීලි බව,asr_sinhala/data/71/714c00c0e7.flac
කිරිබත්ගොඩ ස්වාමීන්වහන්සේට පවා ගරහන අමන බෞද්ධයන් ඉන්නවා,asr_sinhala/data/4b/4b3e760f95.flac
වෙන පැත්තකින් ඒක පිට කරනව,asr_sinhala/data/63/636e629123.flac
ඒ අයගේ පුද්ගලික තොරතුරුත් අහනවා.,asr_sinhala/data/d7/d749f7634f.flac
හැබැයි මේ ඩෙනිස්,asr_sinhala/data/5f/5fb5a47435.flac
නැවත එලියට එන ක්ලෙයා,asr_sinhala/data/75/7564b16681.flac
එයාට ලෝකයේ මනුෂ්‍යයාගේ කොයි තරම්,asr_sinhala/data/5c/5c409bd8f6.flac
අගනා විස්තරයක්. ස්තූතියි.,asr_sinhala/data/b7/b7bfe9acbc.flac
තරුණ තරුණියන්ගේ අත්පොත් වෙලා තිබුණා,asr_sinhala/data/65/65b081d84a.flac
යමෙක් ගයන්නේ නම්,asr_sinhala/data/3e/3eb3973eb3.flac
කොහු මෝලේ වැඩට ගිය,asr_sinhala/data/b7/b71944c606.flac
එතුමාට එක් අවස්ථාවක දී අපූරු සිතිවිල්ලක් පහළ විය.,asr_sinhala/data/49/4923f32ce2.flac
බුදුරජාණන් වහන්සේ රහතන් වහන්සේගේ සිත උපමා කළේ,asr_sinhala/data/d0/d0dd45a8a9.flac
පොකුණක් මතු වී ඇත.,asr_sinhala/data/7e/7e108e84cd.flac
ඇගේ කඳුළු කැමරාවෙන් වසන් කළ නිසා ජනතාව දැක්කෙ නැහැ.,asr_sinhala/data/04/048bfe4f72.flac
රජයේ කිරි ගොවිපළවල්වල නිෂ්පාදනයද වැඩි වී තිබෙනවා,asr_sinhala/data/41/41b8588e1b.flac
සුගතදාස ස්ටේඩියම් එක ළඟ,asr_sinhala/data/f6/f632634f7f.flac
ගනුදෙනුවක්දෙන තරමට ලැබෙනවා,asr_sinhala/data/bb/bbe916b8ab.flac
තවමත් ගලවා නොමැත.,asr_sinhala/data/8f/8f8e4ae068.flac
ආණ්ඩුවට බැනල වැඩක් නැහැ,asr_sinhala/data/9d/9dd7292a79.flac
සීතාවක රාජසිංහ රජ්ජුරුවෝ සම්බන්ධයි.,asr_sinhala/data/26/264d40d4e6.flac
චෛත්‍ය යනු දේවස්ථානය,asr_sinhala/data/35/35443b9037.flac
මාරපන ගල්ලින්න මාර්ගයෙන්,asr_sinhala/data/2a/2ae8155dc6.flac
මේ කියපු දෙව් බඹුන්ගේ ආයු කාලයත්,asr_sinhala/data/f7/f7926476ef.flac
ඒක කමක් නෑ කියමුකො,asr_sinhala/data/df/df25de3d9a.flac
සියල්ල ඔබවටා එක්වනු නියතය,asr_sinhala/data/c5/c592cc5f1f.flac
ඔහු හොඳින් දන්නා නිසාය.,asr_sinhala/data/61/61de64b027.flac
එකවර පහළ වෙන්නේ නැහැ.,asr_sinhala/data/a7/a7fff940b2.flac
ඌ මන්ද බුද්දීකයෙක්.,asr_sinhala/data/68/684bf4671a.flac
අමාත්‍ය වාසුදේව නානායක්කාර එවැනි වැරදීම්,asr_sinhala/data/32/32d171e257.flac
මේ හැර සිඛවළඳ සහ සිඛවළඳ විනිස කෘති ද,asr_sinhala/data/fb/fba73e32ea.flac
මේ අනුව අජාසත් රජ මියගොස්,asr_sinhala/data/52/52c84c342d.flac
ඒත් නාහේ හාරන්න නම්,asr_sinhala/data/01/01a78a209e.flac
මහා පිපිරුමක් සිද්ධ වුණානම්,asr_sinhala/data/d3/d37abdc930.flac
එන සතියේ කොටසෙන්,asr_sinhala/data/01/01b17534aa.flac
අපට කල යුතු දේ බොහෝයි,asr_sinhala/data/26/26c4d52389.flac
ගුවන් ගත කරන්න හැකියාව තියෙනවා කියල,asr_sinhala/data/ef/efee9fbdc2.flac
අන්තිමේදී උන්වහන්සේ සිටින තැන ආරංචි වුනා.,asr_sinhala/data/7f/7f4f03727e.flac
රූපවාහිනී වැඩසටහන් බලල ඇති.,asr_sinhala/data/59/59d544efab.flac
අද සිදුවන හැම ක්‍රියාවක්ම,asr_sinhala/data/ee/ee16e1a429.flac
ඉතිහාසය පිලිබඳව මාක්ස්ගේ ඓතිහාසික භෞතිකවාදය,asr_sinhala/data/c7/c74a92e62d.flac
ඔපීසියෙ කැන්ටින් එකට යාබදව තිබුන,asr_sinhala/data/5a/5a4aa5a4a3.flac
අකුණු වලට කියායි හිතෙන්නේ.,asr_sinhala/data/0b/0ba627fd9a.flac
අනුන් වෙත දේශනා කිරීම,asr_sinhala/data/ce/ce1833333f.flac
භික්‍ෂුණින් වහන්සේ අනුපන්දහසක් සිටි බව,asr_sinhala/data/c2/c23b59444c.flac
ඒ ක්‍රියාව මඟින් පින් සිදුවෙනවා.,asr_sinhala/data/21/219a6f383f.flac
අනාවරණය වේ.,asr_sinhala/data/c5/c52594ad19.flac
